siteid,sitename,plotid,easting,northing,taxonid,scientificname,indvidual_id,pointid,individualdistance,individualazimuth,dbh,dbhheight,basalcanopydiam,basalcanopydiam_90deg,maxcanopydiam,canopydiam_90deg,stemheight,stemremarks,stemstatus,canopyform,livingcanopy,inplotcanopy,materialsampleid,dbhqf,stemmapqf,plant_group,common_name,aop_plot,unique_id
SJER,San Joaquin,SJER952,255862.9,4110763,LUAL4,Lupinus albifrons,1695,center,9.1,294.8,4.5,10,0,0,0.6,0.3,0.7,,dead and splayed,Hemisphere,0,100,,0,0,,,,
SJER,San Joaquin,SJER8,254736.9,4110257.2,LUAL4,Lupinus albifrons,1469,center,8.1,347.6,6.5,1,0,0,0.7,0.4,0.8,,dead,Hemisphere,0,100,,0,0,,,,
SJER,San Joaquin,SJER8,254736.7,4110250.5,LUAL4,Lupinus albifrons,1477,center,2.3,304.8,0,10,22,14,3.5,2.4,1,4 stems,dead,Hemisphere,0,100,,0,0,,,,
SJER,San Joaquin,SJER952,255879.2,4110757,LUAL4,Lupinus albifrons,1674,center,8.3,104.8,10.2,1,0,0,1.4,1.3,2.2,,,Cone,95,100,,0,0,,,,
SJER,San Joaquin,SJER952,255867.8,4110762.2,LUAL4,Lupinus albifrons,1704,center,4.7,313.2,5.4,10,0,0,0.7,0.6,1.1,,dead,Cone,0,100,,0,0,,,,
SJER,San Joaquin,SJER952,255876.8,4110760,LUAL4,Lupinus albifrons,1680,center,5.7,80.1,7.7,1,0,0,1.4,1.2,1.5,,,Cone,95,100,,0,0,,,,
SJER,San Joaquin,SJER952,255868.6,4110765.2,LUAL4,Lupinus albifrons,1690,center,6.7,337.6,4.7,10,0,0,0.8,0.7,0.7,,dead,Hemisphere,0,100,,0,0,,,,
SJER,San Joaquin,SJER8,254746.3,4110247.5,LUAL4,Lupinus albifrons,1449,center,7.9,103.4,1.7,5,0,0,0.6,0.5,0.6,,,Sphere,100,100,,0,0,,,,
SJER,San Joaquin,SJER8,254745.8,4110245.5,LUAL4,Lupinus albifrons,1448,center,8.1,118.2,4.1,5,0,0,1.3,1.1,1.3,,,Cone,100,100,,0,0,,,,
SJER,San Joaquin,SJER952,255871.8,4110767.8,LUAL4,Lupinus albifrons,1688,center,8.8,3.9,5.9,10,0,0,0.9,0.8,1.3,,dead,Cone,0,100,,0,0,,,,
SJER,San Joaquin,SJER952,255876.9,4110758.5,LUAL4,Lupinus albifrons,1676,center,5.7,94.3,17.4,10,0,0,2.5,2.1,2,,,Cone,85,100,f071,0,0,,,,
SJER,San Joaquin,SJER952,255869.3,4110763.2,LUAL4,Lupinus albifrons,1705,center,4.7,336.5,7,1,0,0,1.8,1.4,1.3,,,Cone,85,100,f073,0,0,,,,
SJER,San Joaquin,SJER952,255874.3,4110751,LUAL4,Lupinus albifrons,1668,center,8.5,158.4,5.7,1,0,0,1.9,1.6,1.2,,,Cone,100,100,,0,0,,,,
SJER,San Joaquin,SJER952,255878.2,4110756,LUAL4,Lupinus albifrons,1673,center,7.6,112.8,13,0,0,0,2.3,1.8,1.9,,,Hemisphere,90,100,,1,0,,,,
SJER,San Joaquin,SJER952,255879.7,4110753.5,LUAL4,Lupinus albifrons,1670,center,10.1,122.9,16.8,1,0,0,3.9,2.7,1.6,,nearly dead and splayed from middle,Hemisphere,10,100,,0,0,,,,
SJER,San Joaquin,SJER952,255869.9,4110756.8,LUAL4,Lupinus albifrons,1665,center,2.7,208.6,,130,22,22,3.6,2,1.5,3 stems splayed from middle,dead,,0,100,,0,0,,,,
SJER,San Joaquin,SJER8,254735.5,4110258.5,LUAL4,Lupinus albifrons,1470,center,9.8,341.7,10.3,0,0,0,1.9,1.3,0.8,,dead,Hemisphere,0,100,,1,0,,,,
SJER,San Joaquin,SJER952,255867.3,4110761,LUAL4,Lupinus albifrons,1703,center,4.4,297.4,3.7,1,0,0,0.9,0.8,1.2,,,Cone,100,100,,0,0,,,,
SJER,San Joaquin,SJER952,255863.8,4110757.5,LUAL4,Lupinus albifrons,1651,center,7.6,257.2,4.7,1,0,0,1.3,1.1,1.2,,,Cone,100,100,,0,0,,,,
SJER,San Joaquin,SJER8,254740.2,4110258,LUAL4,Lupinus albifrons,1465,center,8.9,10.1,,130,18,17,2.3,1.4,1,2 stems,dead,Hemisphere,0,100,,0,0,,,,
SJER,San Joaquin,SJER952,255869.5,4110752.5,LUAL4,Lupinus albifrons,1663,center,6.8,194,5.6,1,0,0,1.2,1,1.1,,,Cone,100,100,,0,0,,,,
SJER,San Joaquin,SJER952,255871.2,4110765.2,LUAL4,Lupinus albifrons,1687,center,6.3,0.3,,130,22,16,1.5,1.2,1.2,2 stems,dead and splayed,Cone,0,100,,0,0,,,,
SJER,San Joaquin,SJER952,255872.1,4110764,LUAL4,Lupinus albifrons,1686,center,5.1,9.7,13.2,10,22,38,2.8,1.8,1.2,2 stems,dead and splayed,Hemisphere,0,100,,0,0,,,,
SJER,San Joaquin,SJER8,254733.1,4110253,LUAL4,Lupinus albifrons,1475,center,6.7,304.5,9.9,2,0,0,1.5,1.3,1.5,,,Cone,90,100,f066,0,0,,,,
SJER,San Joaquin,SJER952,255870.6,4110767.8,LUAL4,Lupinus albifrons,1689,center,8.7,355.9,5.7,1,0,0,0.9,0.8,1.3,,dead,Cone,0,100,,0,0,,,,
SJER,San Joaquin,SJER8,254736.8,4110242.5,LUAL4,Lupinus albifrons,1447,center,7.1,194.6,12.2,10,0,0,2.5,2.1,2,,dead w branches,Sphere,0,100,,0,0,,,,
SJER,San Joaquin,SJER8,254730,4110255.2,LUAL4,Lupinus albifrons,1474,center,10.4,304.5,6.7,10,0,0,1.4,1.3,0.6,,dead,Hemisphere,0,100,,0,0,,,,
SJER,San Joaquin,SJER8,254730.5,4110257.5,LUAL4,Lupinus albifrons,1473,center,11.5,315.3,8.1,10,0,0,1.7,1.6,1.1,,dead,Hemisphere,0,100,,0,0,,,,
SJER,San Joaquin,SJER8,254730,4110258,LUAL4,Lupinus albifrons,1472,center,12.3,315.6,8.5,10,0,0,1.8,1.1,0.5,,dead,Hemisphere,0,100,,0,0,,,,
SJER,San Joaquin,SJER8,254748.2,4110259,LUAL4,Lupinus albifrons,1468,center,13.6,45,5.3,1,0,0,0.8,0.6,0.9,,dead,Cone,0,100,,0,0,,,,
SJER,San Joaquin,SJER952,255878.8,4110749.5,LUAL4,Lupinus albifrons,1672,center,12.3,141.9,6.9,10,0,0,1.4,0.7,0.9,,dead,Cone,0,100,,0,0,,,,
SJER,San Joaquin,SJER8,254734.4,4110259,LUAL4,Lupinus albifrons,1471,center,10.7,336.5,10.7,0,0,0,1.1,1.1,0.6,,dead,Hemisphere,0,100,,1,0,,,,
SJER,San Joaquin,SJER112,257409.8,4111303.8,PISA2,Pinus sabiniana,1505,center,5.6,30.4,30.6,130,0,0,4.5,4.3,17.2,,,,100,100,f032,0,0,,,,
SJER,San Joaquin,SJER1068,255844.4,4111582,PISA2,Pinus sabiniana,1647,NW,4.2,22.4,63.7,130,0,0,13.8,11.6,19.3,,,,100,100,f083,0,0,,,,
SJER,San Joaquin,SJER3239,258486.8,4109838.8,PISA2,Pinus sabiniana,1609,SW,8.8,177.6,53.8,130,0,0,13.5,12.7,17.9,,tiny bit of greenish needles. rest recent dead w needles,,1,100,,0,0,,,,
SJER,San Joaquin,SJER112,257414.5,4111292.5,PISA2,Pinus sabiniana,1504,SE,4.2,336.4,30.4,130,0,0,5.5,5,14.9,,,,100,100,f030,0,0,,,,
SJER,San Joaquin,SJER112,257424.4,4111305.8,PISA2,Pinus sabiniana,1510,center,18.7,68.5,14,130,0,0,4.1,2.5,8.9,,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER824,256177,4110066,PISA2,Pinus sabiniana,1415,NW,8.2,4.7,82.2,130,0,0,10.5,9,26.5,,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER916,257474.5,4109599.8,PISA2,Pinus sabiniana,1562,center,22,140.5,56.5,130,0,0,11.2,9,17.3,,20% of needles brown,,80,100,,0,0,,,,
SJER,San Joaquin,SJER361,256958.9,4107544.8,PISA2,Pinus sabiniana,1376,SW,28.5,14.5,69.9,130,0,0,14.6,10.9,3.6,top snapped but still connected,dead w branches,,0,100,,0,0,,,,
SJER,San Joaquin,SJER1068,255866.2,4111552.5,PISA2,Pinus sabiniana,1645,SE,6.6,142.3,25.4,70,0,0,4.8,4.6,8.6,2 boles at 90cm,,,100,100,f082,0,0,,,,
SJER,San Joaquin,SJER112,257409,4111297.5,PISA2,Pinus sabiniana,1503,center,2.5,126.7,75.5,130,0,0,15.4,14.7,23.9,,,,100,100,f031,0,0,,,,
SJER,San Joaquin,SJER916,257448.4,4109621,PISA2,Pinus sabiniana,1566,center,12.8,289.5,59.5,130,0,0,15.1,10.9,18.4,,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER361,256968.1,4107507.5,PISA2,Pinus sabiniana,1375,SE,10.2,201.4,20.7,130,0,0,6.2,5.7,11.8,,,,100,100,f024,0,0,,,,
SJER,San Joaquin,SJER272,256705,4112155.2,PISA2,Pinus sabiniana,1438,SW,3.6,222.9,23.7,130,0,0,6.5,5.7,11.8,,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER116,256831.4,4110809.8,PISA2,Pinus sabiniana,1542,center,12.6,215.9,44.8,75,0,0,12.4,10.4,12.4,starts to branch at 95. 4 big stems by 2m.,recently dead w needles. only lowest branch alive,,10,100,,0,0,,,,
SJER,San Joaquin,SJER272,256734.5,4112184.5,PISA2,Pinus sabiniana,1445,NE,9.6,45,7,130,0,0,2.5,2.3,4.8,,,,100,100,f089,0,0,,,,
SJER,San Joaquin,SJER116,256832.9,4110809.8,PISA2,Pinus sabiniana,1543,center,11.6,210.1,44.3,130,0,0,11.7,8.5,16,,near half dead w needles,,60,100,,0,0,,,,
SJER,San Joaquin,SJER272,256723.8,4112149.8,PISA2,Pinus sabiniana,1441,SW,18.3,116.5,9.8,130,0,0,3,2.9,5.2,,,,100,100,f088,0,0,,,,
SJER,San Joaquin,SJER128,257065.6,4111381.5,QUDO,Quercus douglasii,1494,center,15,242.3,32.5,130,0,0,7.3,6.9,7.9,,,,100,100,f050,0,0,,,,
SJER,San Joaquin,SJER116,256824.9,4110822.8,QUDO,Quercus douglasii,1554,center,14.2,281.8,19.6,130,0,0,4.9,3.6,6,,,,90,100,f011,0,0,,,,
SJER,San Joaquin,SJER824,256204.7,4110050,QUDO,Quercus douglasii,1405,SE,15.9,35.8,37.6,130,0,0,9.4,6.8,10.9,,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER128,257062.6,4111396,QUDO,Quercus douglasii,1501,center,17.9,295,13,105,0,0,3.4,2.8,4.9,stem bulgy at 130-110,not many lvs,,75,100,,0,0,,,,
SJER,San Joaquin,SJER116,256846.2,4110827,QUDO,Quercus douglasii,1541,center,10.4,46,19.8,28,0,0,4.2,4,6.5,2 boles at 80cm; bumpy 80-30cm,,,85,100,,0,0,,,,
SJER,San Joaquin,SJER116,256839,4110834,QUDO,Quercus douglasii,1551,center,14.1,0.8,45.2,70,0,0,10.1,10.7,8.2,2 boles at 1m knobby 75-100cm,,,95,100,f008,0,0,,,,
SJER,San Joaquin,SJER2796,256018.8,4111548.5,QUDO,Quercus douglasii,1625,NW,7.5,306,25.8,130,0,0,4.6,4.3,9.4,,,,100,100,f100,0,0,,,,
SJER,San Joaquin,SJER117,256179.9,4108735.8,QUDO,Quercus douglasii,1385,center,16.6,169.9,39.5,125,0,0,11.3,8.1,10.8,,,,100,100,f028,0,0,,,,
SJER,San Joaquin,SJER112,257387.7,4111299.5,QUDO,Quercus douglasii,1515,center,19.3,271.2,38,120,0,0,9.1,6.5,8.7,swelling at 130cm,,,100,100,f038,0,0,,,,
SJER,San Joaquin,SJER3239,258496.6,4109841.8,QUDO,Quercus douglasii,1610,SW,11.6,118.9,22.1,130,0,0,5.5,3.4,9.1,,,,95,100,,0,0,,,,
SJER,San Joaquin,SJER128,257075.6,4111402.5,QUDO,Quercus douglasii,1498,center,14.3,346.6,51.4,130,0,0,11.2,11.1,10.9,,,,100,100,f049,0,0,,,,
SJER,San Joaquin,SJER117,256167.3,4108738.5,QUDO,Quercus douglasii,1383,center,16.5,215.6,96.5,10,0,0,14.5,14,11,3 boles split at 30cm,,,100,100,f029,0,0,,,,
SJER,San Joaquin,SJER112,257408.6,4111312,QUDO,Quercus douglasii,1513,center,13,7.3,33.3,60,0,0,6.4,5.6,7.6,2 boles at 80cm,,,100,100,f036,0,0,,,,
SJER,San Joaquin,SJER128,257086.3,4111407,QUDO,Quercus douglasii,1497,center,19.9,22,31.4,1,0,0,7.6,6.6,7.7,stem bulgy above 1m,,,90,100,f048,0,0,,,,
SJER,San Joaquin,SJER112,257405.3,4111309.2,QUDO,Quercus douglasii,1514,center,10.4,350.9,44.3,1,0,0,8.2,7.6,7,2 boles at 20-10cm,,,90,100,f037,0,0,,,,
SJER,San Joaquin,SJER128,257061,4111394.2,QUDO,Quercus douglasii,1502,center,18.7,287.6,24.4,130,0,0,6.1,5.8,7.2,,,,90,100,f051,0,0,,,,
SJER,San Joaquin,SJER37,256147.2,4107582.5,QUDO,Quercus douglasii,1378,center,3.8,344.3,66,130,0,0,18,16.3,11.5,,,,100,100,f025,0,0,,,,
SJER,San Joaquin,SJER128,257076.8,4111388.8,QUDO,Quercus douglasii,1493,center,2.1,273.1,4.8,10,0,0,0.9,0.6,0.9,,heavily grazed,Cone,90,100,,0,0,,,,
SJER,San Joaquin,SJER128,257066.7,4111397,QUDO,Quercus douglasii,1499,center,14.8,304.7,31.8,130,0,0,7.8,5.6,6.7,,,,85,100,,0,0,,,,
SJER,San Joaquin,SJER2796,256031.6,4111542.5,QUDO,Quercus douglasii,1618,center,9.2,342.4,37.8,95,0,0,8.7,8.1,7.8,big bulge at 115-135cm,,,95,100,f000,0,0,,,,
SJER,San Joaquin,SJER117,256169,4108735.5,QUDO,Quercus douglasii,1384,center,18.4,205.5,14.8,130,0,0,4,2.8,3.5,,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER2796,256018,4111539.5,QUDO,Quercus douglasii,1626,center,17.3,289,35.7,130,0,0,10.1,7.5,8.6,,,,95,100,f099,0,0,,,,
SJER,San Joaquin,SJER116,256846.4,4110832.8,QUDO,Quercus douglasii,1549,center,14.9,30.7,18.2,130,0,0,4.2,3.9,7.4,,,,90,100,f013,0,0,,,,
SJER,San Joaquin,SJER116,256840.4,4110804.5,QUDO,Quercus douglasii,1544,center,15.6,173.8,70.5,15,0,0,12.2,10.3,9.9,2 boles at 80-100cm. knobby b/n 80-30cm,,,95,100,f007,0,0,,,,
SJER,San Joaquin,SJER4,257212.7,4109783.8,QUWI2,Quercus wislizeni,1586,NW,8.6,316.1,33.8,2,0,0,9.3,8.1,6.5,1583-1586 same copice. 2 boles at 10cm,,,90,100,f055,0,0,,,,
SJER,San Joaquin,SJER117,256186.8,4108748.8,QUWI2,Quercus wislizeni,1380,center,10.4,108.8,12.2,0,0,0,3.5,3.1,5,same as 1379,,,100,100,f027,1,0,,,,
SJER,San Joaquin,SJER272,256713.7,4112176,QUWI2,Quercus wislizeni,1432,center,9.1,335.4,59.3,10,0,0,14.8,12.5,11.6,2 boles at 40cm,,,100,85,f091,0,0,,,,
SJER,San Joaquin,SJER3239,258503.1,4109861.8,QUWI2,Quercus wislizeni,1597,NE,6.2,220.2,24.5,5,0,0,6,5.8,5.7,3 boles at 10cm,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER272,256726,4112174.2,QUWI2,Quercus wislizeni,1429,center,10.7,53.2,6.8,35,0,0,3.7,3,5.6,branches at 55cm,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER112,257420.9,4111290.5,QUWI2,Quercus wislizeni,1512,SE,5.1,67.6,21.8,20,0,0,6.1,5.4,4.3,crazy stem. copice with 7 main stems coming from aerial caudex. 20 cm of roots exposed. measured above these around caudex base before swelling,,,85,100,f041,0,0,,,,
SJER,San Joaquin,SJER824,256171,4110045.2,QUWI2,Quercus wislizeni,1400,center,14.8,261,,130,0,0,7.5,6.9,7.7,1400-1404 same roots,,,100,100,f142,0,0,,,,
SJER,San Joaquin,SJER192,256679.2,4111054.5,QUWI2,Quercus wislizeni,1530,SE,15.1,245,24.2,130,0,0,7.2,6.1,4.9,1527 -1530 same copice,,,100,100,f018,0,0,,,,
SJER,San Joaquin,SJER824,256196.6,4110053,QUWI2,Quercus wislizeni,1407,center,12.3,63.4,20.5,10,0,0,5.6,4.9,6,same as 1406,,,80,100,,0,0,,,,
SJER,San Joaquin,SJER824,256177,4110049.8,QUWI2,Quercus wislizeni,1388,center,8.8,283.7,6,10,0,0,1.1,1,1.3,,grazed not very healthy,,80,100,,0,0,,,,
SJER,San Joaquin,SJER824,256196.1,4110053,QUWI2,Quercus wislizeni,1406,center,11.8,63.3,19.8,10,0,0,7.3,5.3,3.7,1406-1413= 8 bole copice. total canopy= 15.5x13.2,main stem along ground,,70,100,f045,0,0,,,,
SJER,San Joaquin,SJER4,257214,4109784.5,QUWI2,Quercus wislizeni,1585,NW,8.4,326.3,27.2,110,0,0,10.7,10.4,8.7,1583-1586 same copice. branches at 120-130cm,,,100,100,f055,0,0,,,,
SJER,San Joaquin,SJER4,257229.8,4109760.8,QUWI2,Quercus wislizeni,1574,center,6.7,167.3,25.2,10,0,0,6.4,4.1,4.4,1569-1576 same copice. 2 boles at 20cm,,,100,100,f058,0,0,,,,
SJER,San Joaquin,SJER4,257241.9,4109777,QUWI2,Quercus wislizeni,1582,NE,3.6,86.6,10.8,60,0,0,5.1,4.9,4.6,2 boles and branches at 80cm,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER4,257214.3,4109781.8,QUWI2,Quercus wislizeni,1583,NW,6,314.1,24,130,0,0,10.6,8.2,4.6,1583-1586 same copice. stem live but sprouting from dead trunk an growing horiz,,,100,100,f055,0,0,,,,
SJER,San Joaquin,SJER824,256171.1,4110057,QUWI2,Quercus wislizeni,1424,NW,5.2,263.8,42.1,10,0,0,7.2,5.9,7.9,1419-1424 same copice. 4 boles at 10cm,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER4,257232.3,4109761.2,QUWI2,Quercus wislizeni,1576,center,7.2,146.2,12.3,130,0,0,5.6,3.7,5.2,1569 1576 same copice.,,,100,100,f058,0,0,,,,
SJER,San Joaquin,SJER112,257421,4111304,QUWI2,Quercus wislizeni,1509,center,14.9,70.7,43.2,15,0,0,7.3,8.6,6.5,3 boles at 70; swelling above 20cm,main limbs dead and broken terminally,,70,100,f040,0,0,,,,
SJER,San Joaquin,SJER272,256722.6,4112169.5,QUWI2,Quercus wislizeni,1428,center,5.4,70.7,18.8,130,0,0,8.3,6.2,5,,,,85,100,,0,0,,,,
SJER,San Joaquin,SJER116,256833.9,4110837.8,QUWI2,Quercus wislizeni,1552,center,18.6,345,21.2,50,0,0,4.5,4.5,5.9,1552-1553 same copice. 2 boles split at 70-90cm. total crown = 8.8x6.8m,oozing sap; from woodpeckers?,,100,100,f012,0,0,,,,
SJER,San Joaquin,SJER272,256726.4,4112174.8,QUWI2,Quercus wislizeni,1430,center,11.3,52.5,39.8,30,0,0,15.6,13.6,6.9,stem splits in 2 boles at 1m and rock in the way at 1-.5m,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER4,257245.4,4109769.5,QUWI2,Quercus wislizeni,1578,center,17.2,83,87.6,10,0,0,9.7,6.9,6.5,1577-1578 same copice. 8 stems at 20cm,,,80,100,f057,0,0,,,,
SJER,San Joaquin,SJER824,256186.8,4110059.5,QUWI2,Quercus wislizeni,1414,center,12.1,5.8,33.7,0,0,0,5.8,4.4,6.4,2(.5) stems at 10cm,,,100,100,f044,1,0,,,,
SJER,San Joaquin,SJER4,257246.8,4109772,QUWI2,Quercus wislizeni,1580,NE,9.7,119.6,14.5,30,0,0,6.2,5,5.1,2 boles at 50cm,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER824,256170.8,4110046,QUWI2,Quercus wislizeni,1402,center,14.9,263.4,8,10,0,0,4.9,2.5,3.1,same as 1400,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER824,256180,4110051,QUWI2,Quercus wislizeni,1389,center,6.5,301.6,3.6,10,0,0,1.6,1,1.2,1389-1394 all sprouts from same old rotted tree,,,100,100,f043 (1389-1394),0,0,,,,
SJER,San Joaquin,SJER117,256186.8,4108748,QUWI2,Quercus wislizeni,1379,center,10.7,112.5,12.3,130,0,0,5.1,3.5,4.6,1379-1382 share same root but cant measure 1 ddh,,,100,100,f027,0,0,,,,
SJER,San Joaquin,SJER112,257406.3,4111290.8,QUWI2,Quercus wislizeni,1502,center,8.2,184.7,2.3,10,0,0,1.1,0.8,1,,,Sphere,100,100,,0,0,,,,
SJER,San Joaquin,SJER824,256196.4,4110052.8,QUWI2,Quercus wislizeni,1408,center,12,64.7,29,10,0,0,7.5,4.5,9.4,same as 1406,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER116,256856.6,4110822.5,QUWI2,Quercus wislizeni,1546,center,18,81.4,39,10,0,0,11,8.5,7.4,1546-1547 same copice. branches and knobs above 20cm,,,90,100,f010,0,0,,,,
SJER,San Joaquin,SJER824,256195.6,4110052,QUWI2,Quercus wislizeni,1409,center,11,66,15.4,10,0,0,4.6,2.8,2,same as 1406,,,20,100,,0,0,,,,
SJER,San Joaquin,SJER2796,256043.5,4111528.2,QUWI2,Quercus wislizeni,1616,center,10.7,121.9,11.1,15,0,0,6,4.2,5.4,m/b connected below ground to 1615. branches at 30cm,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER116,256845.8,4110818.8,QUWI2,Quercus wislizeni,1539,center,7.1,99.2,40.5,5,0,0,9.4,4.7,7,3 boles at 20cm,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER4,257213.7,4109783,QUWI2,Quercus wislizeni,1584,NW,7.4,318.4,75,20,0,0,16.3,11.9,10.8,1583-1586 same copice. 5 stems at 40. 2 big ones rotted away.,2 boles rotted away,,60,100,f055,0,0,,,,
SJER,San Joaquin,SJER824,256170.5,4110045.8,QUWI2,Quercus wislizeni,1403,center,15.2,263.4,23.7,10,0,0,6.7,5.6,6.2,same as 1400,,,95,100,,0,0,,,,
SJER,San Joaquin,SJER192,256674.7,4111075.8,QUWI2,Quercus wislizeni,1525,center,9.9,298.2,18.6,130,0,0,7.1,6.5,8.1,,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER952,255867.8,4110775.2,QUWI2,Quercus wislizeni,1707,NE,15,295.1,21.1,5,0,0,4.3,4.2,7.7,1707-1710 same copice. total crown=9.1x8.1m. 2 boles at 70cm,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER116,256843.8,4110818.5,QUWI2,Quercus wislizeni,1540,center,5.3,106.7,60.2,10,0,0,12,9.6,10.9,3 boles at 20cm,,,80,100,f006,0,0,,,,
SJER,San Joaquin,SJER4,257229.7,4109758.8,QUWI2,Quercus wislizeni,1570,center,8.7,171.2,11.8,130,0,0,5.4,3.7,2.9,1569-1576 same copice.stem grows along ground.,,,100,100,f058,0,0,,,,
SJER,San Joaquin,SJER36,258288.9,4110148,QUWI2,Quercus wislizeni,1587,center,17.6,140.9,77.6,60,0,0,14.5,13.6,9.2,measured above basal swelling below split boles. 3 boles at 80cm,,,95,100,,0,0,,,,
SJER,San Joaquin,SJER824,256170.4,4110045.2,QUWI2,Quercus wislizeni,1404,center,15.4,261.5,22.3,10,0,0,6.9,5.4,6.7,same as 1400,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER192,256690,4111067.8,QUWI2,Quercus wislizeni,1518,center,7.4,117.4,11.6,120,0,0,4.5,4.3,3.7,1517-1522 same copice,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER824,256171.4,4110057.5,QUWI2,Quercus wislizeni,1421,NW,4.9,266.2,18.9,10,0,0,5.2,2.3,5.6,1419-1424 same copice,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER824,256171.3,4110057.8,QUWI2,Quercus wislizeni,1422,NW,5,271.5,15.3,10,0,0,5,3.7,6.7,1419-1424 same copice,,,85,100,,0,0,,,,
SJER,San Joaquin,SJER824,256196.1,4110051.8,QUWI2,Quercus wislizeni,1410,center,11.3,68.7,26.9,10,0,0,9.9,6.1,7.7,same as 1406,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER4,257247.1,4109769.5,QUWI2,Quercus wislizeni,1579,NE,11.3,129.2,18.3,115,0,0,4.5,4.2,4.4,1577- 1579 same copice. low stem horiz,,,100,100,f057,0,0,,,,
SJER,San Joaquin,SJER824,256176.4,4110049.5,QUWI2,Quercus wislizeni,1387,center,9.4,282.2,9,10,0,0,2.3,1.9,2.2,,grazed not very healthy,,100,100,,0,0,,,,
SJER,San Joaquin,SJER116,256834,4110838.5,QUWI2,Quercus wislizeni,1553,center,19.2,345.5,39.4,5,0,0,6.4,5.6,6.4,1552-1553 same copice. this stem splits into 2 boles at 10cm.,oozing sap; from woodpeckers?,,100,100,f012,0,0,,,,
SJER,San Joaquin,SJER824,256170.9,4110045.8,QUWI2,Quercus wislizeni,1401,center,14.8,262.5,8.8,10,0,0,3.7,3.3,1.5,same as f1400,,,40,100,,0,0,,,,
SJER,San Joaquin,SJER117,256162,4108763.5,QUWI2,Quercus wislizeni,1386,center,18.9,307.5,47.7,0,0,0,7.8,7.3,7,3 boles at 10 cm,,,100,100,f026,1,0,,,,
SJER,San Joaquin,SJER120,255951.3,4110457.8,QUWI2,Quercus wislizeni,1649,SW,11.2,217.6,42.1,10,0,0,12,10.1,8.8,2 boles at 39cm,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER192,256679.6,4111055.8,QUWI2,Quercus wislizeni,1528,SE,14.2,249,18.7,130,0,0,7.4,6.1,4.3,1527-1530 same copice,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER192,256680.6,4111055.8,QUWI2,Quercus wislizeni,1529,SE,13.3,247.2,52.6,5,0,0,10.9,9.4,8.1,1527-1530 same copice. 2 boles at 20cm,,,100,100,f018,0,0,,,,
SJER,San Joaquin,SJER112,257423.8,4111298.5,QUWI2,Quercus wislizeni,1508,center,16.8,91.1,41.5,1,0,0,7.2,8,6.8,2 boles at 20cm,,,90,100,f039,0,0,,,,
SJER,San Joaquin,SJER192,256697.3,4111066.8,QUWI2,Quercus wislizeni,1531,center,14.5,107.4,57.1,5,0,0,10.8,10.8,7.3,4 stem copice at 20cm.,,,100,100,f014,0,0,,,,
SJER,San Joaquin,SJER824,256180.1,4110051.5,QUWI2,Quercus wislizeni,1390,center,6.8,306.2,6.4,10,0,0,3.5,2.6,2.4,see 1389,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER824,256180.8,4110047,QUWI2,Quercus wislizeni,1419,center,4.8,262.3,16.5,10,0,0,6.1,3.3,4.3,1419-1424 same roots; copice. 2 boles at 40cm,,,100,100,f046,0,0,,,,
SJER,San Joaquin,SJER4,257230.4,4109760.8,QUWI2,Quercus wislizeni,1575,center,6.8,162.6,35.5,20,0,0,7.4,5.4,7.9,1569-1576 same copice. 2 boles at 40cm,,,100,100,f058,0,0,,,,
SJER,San Joaquin,SJER824,256170.7,4110057.5,QUWI2,Quercus wislizeni,1423,NW,5.6,266.6,,130,0,0,4.1,2.3,7.4,1419-1424 same copice,,,75,100,,0,0,,,,
SJER,San Joaquin,SJER824,256196.3,4110051.5,QUWI2,Quercus wislizeni,1411,center,11.4,70.7,39.5,10,0,0,9.7,6.9,5.2,same as 1406,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER2796,256051.6,4111548.2,QUWI2,Quercus wislizeni,1621,NE,8.4,55.3,26.3,8,0,0,7.2,5.9,4.9,2 boles at 16cm,,,100,100,,0,0,,,,
