site_id,unique_id,genus,species,common_name,individual,canopy_ht1,canopy_ht2,canopy_ht3,canopy_ht4 ,canopy_ht5,avg_canopy_ht,num_shots_or_samples,yr,mo,dy,aop_plot,initials,punch_diameter,punch_scan_count,mass_count,total_sample_mass,mass_per_punch_leaf,total_sample_area,average_punch_leaf_area,mass_per_area,species_code,plant_type,wyo_sample_id,fifteenN,thirteenC,totalN,totalC,notes,plot_id,plant_group
SJER,4-F057,Quercus ,wislizeni,interior live oak,F057,3.1,3.9,5.3,,,4.1,3,2013,6,17,4,BC; MO,1.27,18,18,0.3925,0.0218,22.80183656,1.2668,0.0172,QUWI2,Tree; Shrub,20130263.06,-3,-26.4,1.3,46,Kind of sticky and losgin lus.,,
SJER,4-F058,Quercus ,wislizeni,interior live oak,F058,5.8,6.3,5.5,,,5.9,3,2013,6,17,4,BC; MO,1.27,30,30,0.6818,0.0227,38.00306093,1.2668,0.0179,QUWI2,Tree; Shrub,20130263.06,-2.9,-26,1.5,45.6,,,
SJER,4-F059,Quercus ,wislizeni,interior live oak,F059,4.2,5.1,4.8,,,4.7,3,2013,6,17,4,BC; MO,1.27,30,30,0.7095,0.0237,38.00306093,1.2668,0.0187,QUWI2,Tree; Shrub,20130263.06,-1.9,-25.8,1.5,45.9,,,
SOAP,1695-F147,Quercus,chrysolepis,canyon live oak,F147,4.8,4.4,,,,4.6,2,2013,6,20,1695,BC;MO,1.27,15,15,0.4369,0.0291,19.00153047,1.2668,0.023,QUCH2,Tree; Shrub,20130263.15,-5.1,-26.3,1.2,47.7,,,
SOAP,1695-F148,Quercus,chrysolepis,canyon live oak,F148,2.2,3.6,3.6,,,3.1,3,2013,6,20,1695,BC;MO,1.27,30,30,0.7922,0.0264,38.00306093,1.2668,0.0208,QUCH2,Tree; Shrub,20130263.15,-4.9,-27,1.1,46.3,,,
SOAP,1695-F149,Quercus,chrysolepis,canyon live oak,F149,5.2,4.3,4.4,,,4.6,3,2013,6,20,1695,BC;MO,1.27,20,20,0.5942,0.0297,25.33537395,1.2668,0.0235,QUCH2,Tree; Shrub,20130263.15,-5.1,-26.7,1,48.2,,,
SOAP,1695-F144,Pinus,ponderosa,ponderosa pine,F144,4.5,4.7,,,,4.6,2,2013,6,20,1695,BC;MO,,10,10,0.4826,0.0483,16.70177,1.6702,0.0289,PIPO,Tree,20130263.15,-4.3,-25.8,0.9,48.6,,,
SOAP,1695-F145,Pinus,ponderosa,ponderosa pine,F145,5,4.5,5.6,,,5,3,2013,6,20,1695,BC;MO,,10,10,0.856,0.0856,22.09379,2.2094,0.0387,PIPO,Tree,20130263.15,-3.4,-25.2,1.2,49.2,,,
SOAP,1695-F146,Pinus,ponderosa,ponderosa pine,F146,3.6,3.7,5.8,,,4.4,3,2013,6,20,1695,BC;MO,,10,11,0.9204,0.0837,24.96847,2.4968,0.0335,PIPO,Tree,20130263.15,-5.1,-25.7,0.9,48.6,,,
SOAP,1695-F141,Arctostaphylos,viscida,sticky whiteleaf manzanita,F141,1,1.5,1.3,,,1.2,3,2013,6,20,1695,BC;MO,1.27,30,30,1.0675,0.0356,38.00306093,1.2668,0.0281,ARVI4,Tree; Shrub,20130263.14,-3.7,-28.8,0.9,48.9,,,
SOAP,1695-F142,Arctostaphylos,viscida,sticky whiteleaf manzanita,F142,1.2,2,1.2,,,1.5,3,2013,6,20,1695,BC;MO,1.27,30,30,0.9265,0.0309,38.00306093,1.2668,0.0244,ARVI4,Tree; Shrub,20130263.14,-5.3,-29.5,0.9,49.4,,,
SOAP,1695-F143,Arctostaphylos,viscida,sticky whiteleaf manzanita,F143,1.4,1.3,2.2,,,1.6,3,2013,6,20,1695,BC;MO,1.27,27,27,0.8676,0.0321,34.20275484,1.2668,0.0254,ARVI4,Tree; Shrub,20130263.14,-4.1,-29.3,0.8,50.7,,,
SOAP,1563-F108,Arctostaphylos,viscida,sticky whiteleaf manzanita,F108,1.2,1.1,0.9,0.7,,1,4,2013,6,15,1563,BC,1.27,30,30,1.0954,0.0365,38.00306093,1.2668,0.0288,ARVI4,Tree; Shrub,20130263.11,-4.3,-27.6,0.8,49.5,fair amount of dead leaves excluded from sample,,
SOAP,1563-F109,Arctostaphylos,viscida,sticky whiteleaf manzanita,F109,1.1,1.6,1.8,,,1.5,3,2013,6,15,1563,BC,1.27,30,30,0.9189,0.0306,38.00306093,1.2668,0.0242,ARVI4,Tree; Shrub,20130263.11,-5.3,-28.5,0.8,50.2,lots of yellow leaves excluded from sample,,
SOAP,1563-F110,Arctostaphylos,viscida,sticky whiteleaf manzanita,F110,1.5,1.8,1.7,1.7,,1.7,4,2013,6,15,1563,BC,1.27,28,28,1.0308,0.0368,35.46952354,1.2668,0.0291,ARVI4,Tree; Shrub,20130263.11,-3.8,-28.3,0.8,49.7,,,
SOAP,1563-F111,Arctostaphylos,viscida,sticky whiteleaf manzanita,F111,2,2.5,2.1,1.6,,2,4,2013,6,15,1563,BC,1.27,30,30,0.9657,0.0322,38.00306093,1.2668,0.0254,ARVI4,Tree; Shrub,20130263.11,-3.9,-28.4,1.1,49.2,,,
SOAP,1563-F112,Arctostaphylos,viscida,sticky whiteleaf manzanita,F112,1.6,1.3,1.7,,,1.5,3,2013,6,15,1563,BC,1.27,30,30,1.1004,0.0367,38.00306093,1.2668,0.029,ARVI4,Tree; Shrub,20130263.11,-4.9,-27.6,0.9,50.3,,,
SOAP,555-F113,Arctostaphylos,viscida,sticky whiteleaf manzanita,F113,0.9,0.4,0.5,,,0.6,3,2013,6,15,1563,BC,1.27,27,27,1.0514,0.0389,34.20275484,1.2668,0.0307,ARVI4,Tree; Shrub,20130263.11,-0.9,-28.3,1,51,,,
SOAP,555-F114,Arctostaphylos,viscida,sticky whiteleaf manzanita,F114,0.6,0.5,0.4,,,0.5,3,2013,6,15,1563,BC,1.27,20,20,0.9253,0.0463,25.33537395,1.2668,0.0365,ARVI4,Tree; Shrub,20130263.12,-0.4,-28.3,0.8,50.6,,,
SOAP,555-F115,Arctostaphylos,viscida,sticky whiteleaf manzanita,F115,0.5,0.9,0.5,,,0.6,3,2013,6,15,1563,BC,1.27,18,18,0.7733,0.043,22.80183656,1.2668,0.0339,ARVI4,Tree; Shrub,20130263.12,-2.5,-28.8,0.8,50.5,,,
SOAP,555-F116,Arctostaphylos,viscida,sticky whiteleaf manzanita,F116,1.2,0.7,1,,,0.9,3,2013,6,15,1563,BC,1.27,26,26,0.9845,0.0379,32.93598614,1.2668,0.0299,ARVI4,Tree; Shrub,20130263.12,-4.8,-27.3,1,50.3,,,
SOAP,555-F117,Arctostaphylos,viscida,sticky whiteleaf manzanita,F117,1.4,1,1.2,,,1.2,3,2013,6,15,1563,BC,1.27,20,20,0.7257,0.0363,25.33537395,1.2668,0.0286,ARVI4,Tree; Shrub,20130263.12,-5,-26.6,1,50.9,,,
SOAP,1343-F138,Ceanothus,cuneatus,buckbrush,F138,1.5,1.3,0.9,,,1.2,3,2013,6,20,1343,,,10,10,0.0964,0.0096,5.26633,0.5266,0.0183,CECU,Shrub,20130263.14,-2,-26.4,2.1,48.3,,,
SOAP,1343-F139,Ceanothus,cuneatus,buckbrush,F139,1.3,1.2,1,,,1.2,3,2013,6,20,1343,,,10,10,0.1486,0.0149,6.68453,0.6685,0.0222,CECU,Shrub,20130263.14,-2.1,-25.5,1.8,48.5,,,
SOAP,1343-F140,Ceanothus,cuneatus,buckbrush,F140,0.7,1.1,0.9,,,0.9,3,2013,6,20,1343,,,10,10,0.1412,0.0141,6.44994,0.645,0.0219,CECU,Shrub,20130263.14,-3.5,-27.3,1.7,48.1,,,
SOAP,1343-F137,Quercus ,garrayana,Oregon white oak,F137,2.5,2.3,2.7,,,2.5,3,2013,6,20,1343,BC;MO,1.27,30,30,0.406,0.0135,38.00306093,1.2668,0.0107,QUGA4,Tree; Shrub,20130263.14,-4.5,-27.1,2.5,46.9,Originally recorded as genus kellogi but updated to garrayana by Ben on 7/29. Not sure if it is variety semota or fruticosa,,
SOAP,1343-F136,Pinus ,ponderosa,ponderosa pine,F136,4.8,3.5,3.7,,,4,3,2013,6,20,1343,BC;MO,,10,10,0.6108,0.0611,18.66608,1.8666,0.0327,PIPO,Tree,20130263.14,-5,-26,1.3,50,,,
SOAP,1343-F133,Arctostaphylos,viscida,sticky whiteleaf manzanita,F133,1.5,1.1,0.9,,,1.2,3,2013,6,20,1343,BC;MO,1.27,20,20,0.7018,0.0351,25.33537395,1.2668,0.0277,ARVI4,Tree; Shrub,20130263.13,-2.2,-28.4,1,50.2,Originally recorded as genus kellogi but updated to garrayana by Ben on 7/29. Not sure if it is variety semota or fruticosa,,
SOAP,1343-F134,Arctostaphylos,viscida,sticky whiteleaf manzanita,F134,1.3,1.1,0.8,,,1.1,3,2013,6,20,1343,BC;MO,1.27,26,22,0.6928,0.0315,27.86891135,1.2668,0.0249,ARVI4,Tree; Shrub,20130263.14,-5,-29.1,0.9,49.8,,,
SOAP,1343-F135,Arctostaphylos,viscida,sticky whiteleaf manzanita,F135,3,2.8,2.6,,,2.8,3,2013,6,20,1343,BC;MO,1.27,35,33,1.0668,0.0323,41.80336703,1.2668,0.0255,ARVI4,Tree; Shrub,20130263.14,-2.2,-26.5,1,49.7,,,
SOAP,991-F128,Cercocarpus,montanus,birchleaf mountain mahogany,F128,1.7,1.5,1.4,,,1.5,3,2013,6,20,991,BC; MO,,10,10,0.253,0.0253,16.63421,1.6634,0.0152,CEMOG,Tree; Shrub,20130263.13,-1.9,-27.5,1.9,47.9,Not sure exacly what variety blanchea or glaber; guessed glaber based on appearance of leaves. Ben did not specify which one. ,,
SOAP,991-F129,Cercocarpus,montanus,birchleaf mountain mahogany,F129,2.5,2.1,1.7,,,2.1,3,2013,6,20,991,BC; MO,,10,10,0.2464,0.0246,16.02242,1.6022,0.0154,CEMOG,Tree; Shrub,20130263.13,-1.8,-27.1,2,47.5,Not sure exacly what variety blanchea or glaber; guessed glaber based on appearance of leaves. Ben did not specify which one. ,,
SOAP,991-F130,Cercocarpus,montanus,birchleaf mountain mahogany,F130,1.6,1.7,1.8,,,1.7,3,2013,6,20,991,BC; MO,,10,10,0.2683,0.0268,16.91815,1.6918,0.0159,CEMOG,Tree; Shrub,20130263.13,-1.6,-27.7,1.9,48.5,Not sure exacly what variety blanchea or glaber; guessed glaber based on appearance of leaves. Ben did not specify which one. ,,
SOAP,991-F125,Ceanothus,cuneatus,buckbrush,F125,1.6,1.1,1.2,,,1.3,3,2013,6,20,991,BC; MO,,10,10,0.2072,0.0207,9.15269,0.9153,0.0226,CECU,Shrub,20130263.13,-2.5,-25,1.5,47.6,,,
SOAP,991-F126,Ceanothus,cuneatus,buckbrush,F126,0.3,1.4,0.9,,,0.8,3,2013,6,20,991,BC; MO,,10,10,0.2564,0.0256,10.23046,1.023,0.0251,CECU,Shrub,20130263.13,-3.3,-27.4,1.4,48.3,,,
SOAP,991-F127,Ceanothus,cuneatus,buckbrush,F127,1.2,1.1,1.2,,,1.1,3,2013,6,20,991,BC; MO,,10,10,0.1985,0.0199,9.2261,0.9226,0.0215,CECU,Shrub,20130263.13,-2.3,-27,1.4,47.7,,,
SOAP,991-F131,Quercus ,garrayana,Oregon white oak,F131,4.1,2.7,3.3,,,3.3,3,2013,6,20,991,BC; MO,1.27,30,30,0.4348,0.0145,38.00306093,1.2668,0.0114,QUGA4,Tree; Shrub,20130263.13,-2.4,-27.5,2.1,47.4,,,
SOAP,991-F132,Quercus ,garrayana,Oregon white oak,F132,1.9,1,2.6,,,1.8,3,2013,6,20,991,BC; MO,1.27,26,26,0.3916,0.0151,32.93598614,1.2668,0.0119,QUGA4,Tree; Shrub,20130263.13,-2.4,-28.2,2.3,47.3,Originally recorded as genus kellogi but updated to garrayana by Ben on 7/29. Not sure if it is variety semota or fruticosa,,
SOAP,283-F106,Calocedrus,decurrens,incense cedar,F106,6.2,6,,,,6.1,2,2013,6,15,283,BC,,20,20,0.2559,0.0128,6.52723,0.3264,0.0392,CADE27,Tree,20130263.11,-5.2,-27.1,0.7,47.3,1 of 3 in plot. Couldn't reach 3rd with pole trimmer. Aerially visible branchlets from outer edges of mid/low canopy. ,,
SOAP,283-F107,Calocedrus,decurrens,incense cedar,F107,4.9,6.5,,,,5.7,2,2013,6,15,283,BC,,20,20,0.1791,0.009,5.02179,0.2511,0.0357,CADE27,Tree,20130263.11,-5.7,-27,0.9,48.7,2 of 3 in plot see nots for F106. ,,
SOAP,283-F101,Arctostaphylos,viscida,sticky whiteleaf manzanita,F101,2.1,2.1,2.1,,,2.1,3,2013,6,15,283,BC,1.27,30,30,0.7543,0.0251,38.00306093,1.2668,0.0198,ARVI4,Tree; Shrub,20130263.1,-4.5,-28.8,0.9,50,,,
SOAP,283-F102,Arctostaphylos,viscida,sticky whiteleaf manzanita,F102,2.3,2,1.9,,,2.1,3,2013,6,15,283,BC,1.27,30,30,0.8006,0.0267,38.00306093,1.2668,0.0211,ARVI4,Tree; Shrub,20130263.1,-5.3,-28.5,1,50.3,,,
SOAP,283-F103,Arctostaphylos,viscida,sticky whiteleaf manzanita,F103,2.3,1.9,1.7,,,2,3,2013,6,15,283,BC,1.27,26,26,0.7452,0.0287,32.93598614,1.2668,0.0226,ARVI4,Tree; Shrub,20130263.1,-5.1,-28.9,0.9,49.4,,,
SOAP,283-F104,Arctostaphylos,viscida,sticky whiteleaf manzanita,F104,1.7,1.5,1.6,,,1.6,3,2013,6,15,283,BC,1.27,26,26,0.6131,0.0236,32.93598614,1.2668,0.0186,ARVI4,Tree; Shrub,20130263.11,-5.4,-27.8,0.9,49.6,,,
SOAP,283-F105,Arctostaphylos,viscida,sticky whiteleaf manzanita,F105,3.7,2,,,,2.8,2,2013,6,15,283,BC,1.27,30,30,0.9365,0.0312,38.00306093,1.2668,0.0246,ARVI4,Tree; Shrub,20130263.11,-4.3,-27.4,0.9,48.4,,,
SOAP,223-F122,Cercocarpus,montanus,birchleaf mountain mahogany,F122,1.2,1.9,1.9,,,1.7,3,2013,6,20,223,BC; MO,,10,10,0.1559,0.0156,11.7793,1.1779,0.0132,CEMOG,Tree; Shrub,20130263.12,-2.6,-26.8,1.7,34,Not sure exacly what variety blanchea or glaber; guessed glaber based on appearance of leaves. Ben did not specify which one. ,,
SOAP,223-F123,Cercocarpus,montanus,birchleaf mountain mahogany,F123,2.8,1.8,1.5,,,2,3,2013,6,20,223,BC; MO,,10,10,0.2488,0.0249,15.24588,1.5246,0.0163,CEMOG,Tree; Shrub,20130263.12,-2.1,-27.7,1.9,47,Not sure exacly what variety blanchea or glaber; guessed glaber based on appearance of leaves. Ben did not specify which one. ,,
SOAP,223-F124,Cercocarpus,montanus,birchleaf mountain mahogany,F124,1.4,1.4,2,,,1.6,3,2013,6,20,223,BC; MO,,10,10,0.2286,0.0229,18.44051,1.8441,0.0124,CEMOG,Tree; Shrub,20130263.13,-2.1,-28.2,1.9,47.4,Not sure exacly what variety blanchea or glaber; guessed glaber based on appearance of leaves. Ben did not specify which one. ,,
SOAP,223-F118,Quercus ,chrysolepis,canyon live oak,F118,4.2,5.5,6,,,5.2,3,2013,6,20,223,BC; MO,1.27,25,25,0.6419,0.0257,31.66921744,1.2668,0.0203,QUCH2,Tree; Shrub,20130263.12,-4.3,-27.3,1.2,48.7,,,
SOAP,223-F119,Quercus ,chrysolepis,canyon live oak,F119,5.9,6.3,6.5,,,6.2,3,2013,6,20,223,BC; MO,1.27,30,30,0.7906,0.0264,38.00306093,1.2668,0.0208,QUCH2,Tree; Shrub,20130263.12,-5.2,-26.2,1.1,48.6,,,
SOAP,223-F120,Quercus ,chrysolepis,canyon live oak,F120,5.4,5,3.4,,,4.6,3,2013,6,20,223,BC; MO,1.27,30,30,0.7874,0.0262,38.00306093,1.2668,0.0207,QUCH2,Tree; Shrub,20130263.12,-6,-26.1,1.3,49.1,,,
SOAP,223-F121,Quercus ,chrysolepis,canyon live oak,F121,3.6,5.4,5.6,,,4.9,3,2013,6,20,223,BC; MO,1.27,20,20,0.4942,0.0247,25.33537395,1.2668,0.0195,QUCH2,Tree; Shrub,20130263.12,-5.1,-27.1,1.2,48.6,,,
