Country,Position,Position-Other,Field,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,How-Many-Workshops,How-Long-Ago,Content,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Behaviors-Adopted,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Programming-Usage-Before-Workshop,Programming-Usage-Since-Workshop,Change-In-Confidence,How-Tools-Learned-Help,Column34,Column35,Column36,Column37,Column38,Contributed-To-Writing,Skills-Advance-Career,Motivated-Seek-Knowledge,Made-Analyses-Reproducible,Received-Professional-Recognition,Improved Coding Practices,Improved-Research-Productivity,Gained-Confidence-With-Data,Carpentry-Involvement,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Activities,Column53,Column54,Column55,Column56,Column57,Column58,Recommended,Likely-To-Recommend
England,Other Academic Staff,Research Staff,Agricultural or Environmental Sciences,Biomedical/Health Sciences,,,,,,,,,,,,1,6 months - 1 year ago,,Git,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,,"Using databases, scripts and queries to manage large data sets.",,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Several times per year.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,Used self-guided Carpentry lesson material.,Used non-Carpentry self-guided material.,,Yes.,10
USA,Graduate Student,,,,,,,,,,Life Sciences,,,,,2,More than 1 year ago,,,,,,,R,,,,,,,,"Using databases, scripts and queries to manage large data sets.",,,Reusing code.,,,,,Less than once per year.,Several times per year.,I'm more confident now.,,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Not sure.,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Subscribed to the newsletter.,,,,,,,,,,,,,,,,Yes.,8
The Netherlands,Graduate Student,,,Biomedical/Health Sciences,,Computer Science,,,,,,,,,,1,0-6 months ago,Cloud Computing,Git,,,OpenRefine,Python,R,Spreadsheets,SQL,Unix Shell,,,Improving data management and project organization.,Developing a data management and analysis plan.,"Using databases, scripts and queries to manage large data sets.",,,,Using version control to manage code.,,,,Monthly.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Not sure.,Neutral,Agree,Neutral,Disagree,Disagree,Disagree,Agree,Subscribed to the newsletter.,,Became a workshop helper.,Became a Carpentry instructor.,,,,,,,,,,,,,Yes.,9
The Netherlands,Postdoc,,Agricultural or Environmental Sciences,,,,,,,,,,,,,1,0-6 months ago,,Git,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,Developing a data management and analysis plan.,,,,Reusing code.,,,,,Daily.,Daily.,I'm more confident now.,,,They are improving my ability to manage data.,,,,Not sure.,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,,,,,,,,,"Not yet, but I am planning to attend another workshop soon",,,,,Used self-guided Carpentry lesson material.,,,Yes.,10
USA,Industry,,,Biomedical/Health Sciences,Business,,,,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Monthly.,Several times per year.,I'm more confident now.,,,They are improving my ability to manage data.,,,,Yes.,Agree,Agree,Strongly agree,Neutral,Neutral,Neutral,Agree,,,,,,,,,,,Participated in an online short course.,,,,Used non-Carpentry self-guided material.,,Yes.,9
USA,Faculty,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,,,,SQL,Unix Shell,,,Improving data management and project organization.,,,Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,I had not been using tools like these.,Several times per year.,I'm more confident now.,,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,No.,Neutral,Strongly agree,Agree,Disagree,Agree,Agree,Agree,,,Became a workshop helper.,Became a Carpentry instructor.,,,,,Hosted Carpentry workshops (>3) at my university,,Participated in an online short course.,,,Used self-guided Carpentry lesson material.,,,Yes.,10
USA,Industry,,,Biomedical/Health Sciences,,,,,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,Developing a data management and analysis plan.,,Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Several times per year.,Weekly.,I'm more confident now.,,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,No.,Agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Strongly agree,,,,,,,,,I have not had any further involvement,,Participated in an online short course.,,,,,,Yes.,10
New Zealand,Academic Research Staff,,,,,,,,Humanities,,,,,Social Sciences,,2,6 months - 1 year ago,,Git,,,,,,,,Unix Shell,,,,,,,,,Using version control to manage code.,,,,Several times per year.,Several times per year.,I'm more confident now.,They are improving my overall efficiency.,,,,,,Not sure.,Disagree,Agree,Neutral,Disagree,Agree,Neutral,Agree,,,,,,,,,,,,,,,,,Yes.,8
Canada,Graduate Student,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,,,,Python,R,,,,,,,,,Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,,Sharing code or data publicly on places like GitHub or FigShare.,,Weekly.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,,,,,,Not sure.,Neutral,Agree,Agree,Disagree,Agree,Neutral,Agree,,,,,,,,,,,,,,,Used non-Carpentry self-guided material.,,I don't remember.,5
USA,Other Academic Staff,,Agricultural or Environmental Sciences,,,,,Engineering,,,,,,Social Sciences,,1,More than 1 year ago,,Git,,,,Python,,,,,,,Improving data management and project organization.,,,,,,,,,,Daily.,Less than once per year.,I'm less confident now.,,,,,I am not using the tools I learned.,,No.,Agree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,Used non-Carpentry self-guided material.,,No.,4
Canada,Faculty,,,Biomedical/Health Sciences,,,,,,,,,,,,1,More than 1 year ago,,Git,,,,,R,,,,,,,,,,,,,,,,I had not been using tools like these.,I have not been using tools like these.,I'm more confident now.,,,,,I am not using the tools I learned.,,No.,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,No.,10
Canada,Postdoc,,Agricultural or Environmental Sciences,,,,,,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,SQL,,I don't remember.,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,Monthly.,Daily.,I'm more confident now.,,,,,I am not using the tools I learned.,,No.,Neutral,Agree,Agree,Disagree,Agree,Neutral,Agree,,,,,,,,,,,,,,,,,Yes.,6
UK,Industry,,Agricultural or Environmental Sciences,,,,,,,,,,,,,1,More than 1 year ago,,Git,,,,,R,,,Unix Shell,,,,,,,,,,,,,Weekly.,Several times per year.,I'm equally confident now.,,,,,I am not using the tools I learned.,,Not sure.,Neutral,Agree,Neutral,Disagree,Neutral,Disagree,Neutral,,,,,,,,,,,,,,,,,I don't remember.,10
USA,Postdoc,,,,,Computer Science,,,,,,Mathematics or Statistics,,,,1,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,,,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,,,,Weekly.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Strongly agree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,Yes.,8
Canada,Graduate Student,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,,R,,,Unix Shell,I don't remember.,,Improving data management and project organization.,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Postdoc,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,,Developing a data management and analysis plan.,"Using databases, scripts and queries to manage large data sets.",,,,Using version control to manage code.,,Sharing code or data publicly on places like GitHub or FigShare.,,Daily.,Daily.,I'm more confident now.,They are improving my overall efficiency.,,They are improving my ability to manage data.,,,,No.,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Subscribed to the newsletter.,,,,,,,,Organized a field specific carpentry workshop,,,,,,Used non-Carpentry self-guided material.,,Yes.,10
USA,Graduate Student,,Agricultural or Environmental Sciences,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,,,,Python,,,,,I don't remember.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Industry,,,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Graduate Student,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,,R,,,Unix Shell,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,Less than once per year.,Several times per year.,I'm equally confident now.,,,,The tools I learned have not helped me with my work.,,,No.,Neutral,Agree,Disagree,Strongly disagree,Neutral,Disagree,Disagree,,,,,,,,,,,,,,,,,No.,3
Canada,Graduate Student,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,Python,,,SQL,,,,Improving data management and project organization.,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,I had not been using tools like these.,Several times per year.,I'm more confident now.,,,,The tools I learned have not helped me with my work.,,honestly I took the course waaaaayy in advance of when I would need it - I've used a handful of things but it's still not really helping my day to day ,Not sure.,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Postdoc,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,,R,,,Unix Shell,,,Improving data management and project organization.,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Less than once per year.,Daily.,I'm more confident now.,,They are improving my ability to analyze data.,,,,,Not sure.,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,,,,,,,,,,,,,,,,,Yes.,9
USA,Academic Research Staff,,,Biomedical/Health Sciences,,,,,,,,,,,,1,0-6 months ago,,Git,,,,,R,,SQL,Unix Shell,,,,,"Using databases, scripts and queries to manage large data sets.",,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,,,,Several times per year.,Monthly.,I'm more confident now.,,They are improving my ability to analyze data.,,,,,No.,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,No.,6
UK,Other Academic Staff,Clinical Lecturer,,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,Python,R,,SQL,,,,Improving data management and project organization.,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,Weekly.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,,,,,,,,,,,,,,,,,Yes.,9
USA,Academic Research Staff,,,,,,,,,,Life Sciences,,,,,2,6 months - 1 year ago,,Git,,,,,R,,,,,,,,,Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Several times per year.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,,,,,,Not sure.,Neutral,Agree,Agree,Disagree,Agree,Agree,Agree,,Attended at least one community call.,,,,,Participated in a Twitter chat.,,,,,,,Used self-guided Carpentry lesson material.,Used non-Carpentry self-guided material.,,Yes.,9
USA,Graduate Student,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,,,,,Unix Shell,,,,,,,,,,,,,Weekly.,Weekly.,I'm equally confident now.,,,,,I am not using the tools I learned.,,No.,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Subscribed to the newsletter.,,,,,,,,,,,,Participated in a semester long course.,,Used non-Carpentry self-guided material.,,I don't remember.,6
Australia,Postdoc,,Agricultural or Environmental Sciences,,,,,,,,,,Physical Sciences,,,1,More than 1 year ago,,Git,,,,Python,,,,,,,,,,,,,Using version control to manage code.,,,,I had not been using tools like these.,Daily.,I'm equally confident now.,,,,The tools I learned have not helped me with my work.,,,No.,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Subscribed to the newsletter.,,,,,,,,,,,,,,,,No.,7
USA,Graduate Student,,Agricultural or Environmental Sciences,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,Python,,,SQL,Unix Shell,,,,,,,,,,,,"I do use R, but not as a result of the workshop.",Several times per year.,Monthly.,I'm equally confident now.,,,,The tools I learned have not helped me with my work.,I am not using the tools I learned.,,No.,Disagree,Strongly agree,Disagree,Strongly disagree,Disagree,Disagree,Neutral,Subscribed to the newsletter.,,,,,,,,,,,,Participated in a semester long course.,,Used non-Carpentry self-guided material.,The semester long course was not through Carpentry.,Yes.,6
USA,Graduate Student,,,,,,,,,Library Sciences,,,,,,1,6 months - 1 year ago,,Git,,,,Python,R,,,Unix Shell,,,Improving data management and project organization.,,,,,,,,,,I had not been using tools like these.,I have not been using tools like these.,I'm equally confident now.,,,,,I am not using the tools I learned.,,Not sure.,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,,,,,,,,,,,,,,,,,No.,9
USA,Faculty,,,,,,,,,,,Mathematics or Statistics,,,,1,More than 1 year ago,,Git,,,,,,,,Unix Shell,,,Improving data management and project organization.,,,,,,Using version control to manage code.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Industry,,,,,,,,,,Life Sciences,,,,,2,More than 1 year ago,Cloud Computing,Git,,,,Python,R,,,Unix Shell,,,Improving data management and project organization.,Developing a data management and analysis plan.,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Weekly.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Agree,Neutral,Agree,Strongly disagree,Agree,Agree,Agree,,,,,,,,,,Participated in an in-person short course.,,,,,,,Yes.,10
Canada,Graduate Student,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,Python,,,SQL,Unix Shell,,,Improving data management and project organization.,,,Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,Several times per year.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,,They are improving my ability to manage data.,,,,Yes.,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,,,,,,,,,,Participated in an in-person short course.,,,,,,,Yes.,10
USA,Academic Research Staff,,,,,,,,Humanities,,,,,,,1,0-6 months ago,,Git,,,OpenRefine,,,,SQL,Unix Shell,,,,,,,,,,,,"Not really using it, sadly",Several times per year.,Weekly.,I'm more confident now.,,,,The tools I learned have not helped me with my work.,,,No.,Agree,Agree,Disagree,Disagree,Agree,Disagree,Neutral,,,,,,,,,,,,,,,,,Yes.,6
Australia,Industry,,,,,,,Engineering,,,,,,,,1,0-6 months ago,,Git,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,Several times per year.,Monthly.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,No.,Agree,Strongly agree,Neutral,Agree,Strongly agree,Agree,Neutral,,,,,,,,,,,,,,Used self-guided Carpentry lesson material.,,,No.,8
USA,Postdoc,,,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,Python,,,,,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,,,,I had not been using tools like these.,Daily.,I'm more confident now.,,They are improving my ability to analyze data.,,,,,No.,Agree,Agree,Neutral,Disagree,Agree,Neutral,Neutral,,,,,,,,,,,,,,,Used non-Carpentry self-guided material.,,No.,6
USA,,Congressional Staff,Agricultural or Environmental Sciences,,,,Earth Sciences,,,,,,,,Science policy,1,More than 1 year ago,,Git,,,,Python,,,SQL,Unix Shell,,,,Developing a data management and analysis plan.,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,I had not been using tools like these.,Several times per year.,I'm more confident now.,,,,,I am not using the tools I learned.,The tools could help me by I'm struggling to do research in my free time now that I have a science policy job.,No.,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Agree,,,,,,,,,,,,,,Used self-guided Carpentry lesson material.,,,I don't remember.,10
Canada,Graduate Student,,Agricultural or Environmental Sciences,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,Python,,,,,I don't remember.,,,,"Using databases, scripts and queries to manage large data sets.",,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,Sharing code or data publicly on places like GitHub or FigShare.,,Daily.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,,,,,Yes.,Agree,Strongly agree,Neutral,Strongly disagree,Agree,Neutral,Strongly agree,,,,,,,Participated in a Twitter chat.,,,,,,,Used self-guided Carpentry lesson material.,Used non-Carpentry self-guided material.,,Yes.,9
UK,Graduate Student,,,Biomedical/Health Sciences,,,,,,,,,Physical Sciences,,,2,6 months - 1 year ago,,Git,,,,,R,,,,,,Improving data management and project organization.,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,,,Daily.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,,,,,No.,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Other Academic Staff,Program Manager,,,Business,,,,,,Life Sciences,,,,,1,6 months - 1 year ago,,Git,,,,,R,,SQL,Unix Shell,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,Sharing code or data publicly on places like GitHub or FigShare.,,Less than once per year.,Several times per year.,I'm more confident now.,,They are improving my ability to analyze data.,,,,,No.,Disagree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Subscribed to the newsletter.,,,,,,,,,,,,,,Used non-Carpentry self-guided material.,,Yes.,8
Canada,Graduate Student,,Agricultural or Environmental Sciences,,,,,,,,Life Sciences,,,,,3+,More than 1 year ago,,Git,,,,Python,R,,,Unix Shell,,,Improving data management and project organization.,Developing a data management and analysis plan.,,Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Daily.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Subscribed to the newsletter.,,Became a workshop helper.,,,,,,,,,,Participated in a semester long course.,,,,Yes.,10
USA,Graduate Student,,,,,,,,,,Life Sciences,,,,,2,More than 1 year ago,,Git,,,,Python,R,,,Unix Shell,,,Improving data management and project organization.,,,Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,Sharing code or data publicly on places like GitHub or FigShare.,,I had not been using tools like these.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Not sure.,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,,,,,,,,,,,,,,Used self-guided Carpentry lesson material.,Used non-Carpentry self-guided material.,,Yes.,8
USA,Postdoc,,Agricultural or Environmental Sciences,,,,,,,,,,,,,1,More than 1 year ago,,Git,,,,,R,,,Unix Shell,,,Improving data management and project organization.,,,,,,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Weekly.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,,They are improving my ability to manage data.,,,,No.,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,,,,,,,,,,,,,Participated in a semester long course.,,,,No.,6
USA,Other Academic Staff,,,,,,,,,,,,Physical Sciences,,,2,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,I had not been using tools like these.,Several times per year.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,,,,,Yes.,Strongly disagree,Strongly disagree,Neutral,Neutral,Disagree,Disagree,Strongly disagree,Subscribed to the newsletter.,,,,,,,,,,,,,,,,Yes.,10
,Faculty,,,,,,,,,,,,,,Geographic Information Systems,1,6 months - 1 year ago,,Git,,,,,,,,Unix Shell,,,Improving data management and project organization.,,,,,,,,,exploring new procedures,I had not been using tools like these.,Several times per year.,I'm more confident now.,They are improving my overall efficiency.,,They are improving my ability to manage data.,,,,Yes.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,Participated in an online short course.,,,,Used non-Carpentry self-guided material.,,Yes.,10
USA,Postdoc,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,Python,,,,,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,Sharing code or data publicly on places like GitHub or FigShare.,,Monthly.,Monthly.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,No.,Agree,Strongly agree,Neutral,Neutral,Agree,Neutral,Agree,,,,,,,,,"Did not get further involved in the Carpentry but did take another workshop, on R elsewhere (at berkeley)",Participated in an in-person short course.,,,,,,,Yes.,10
USA,Graduate Student,,,,,,,,,,,,Physical Sciences,,,1,More than 1 year ago,,,,,,Python,,,,,,,,,,Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,,,,Several times per year.,Several times per year.,I'm equally confident now.,They are improving my overall efficiency.,,,,,,No.,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Subscribed to the newsletter.,,,,,,,,,,,,,,,,No.,6
USA,Postdoc,,,,,,,,,,Life Sciences,,,,,2,More than 1 year ago,,Git,,,,Python,R,,SQL,Unix Shell,,,,,"Using databases, scripts and queries to manage large data sets.",,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,Weekly.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,No.,Agree,Agree,Agree,Disagree,Neutral,Neutral,Agree,Subscribed to the newsletter.,,,,,,,,,,,,,,,,Yes.,9
,Faculty,,,Biomedical/Health Sciences,,,,,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,SQL,Unix Shell,,,Improving data management and project organization.,,"Using databases, scripts and queries to manage large data sets.",,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,I had not been using tools like these.,Several times per year.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,The tools I learned have not helped me with my work.,,,Yes.,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,,,,,,,,,,,,,,,,,Yes.,8
USA,Undergraduate Student,,,,,,,,,,,Mathematics or Statistics,,,,1,6 months - 1 year ago,,Git,,,,,R,,SQL,,,,,,"Using databases, scripts and queries to manage large data sets.",,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Monthly.,Weekly.,I'm more confident now.,,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,No.,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,,,,,,,,,,,,,,,,,,
USA,Academic Research Staff,,Agricultural or Environmental Sciences,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,3+,More than 1 year ago,,Git,,,OpenRefine,Python,R,,SQL,Unix Shell,,,Improving data management and project organization.,Developing a data management and analysis plan.,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,,,,Less than once per year.,Monthly.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Subscribed to the newsletter.,,,,,,,,,Participated in an in-person short course.,Participated in an online short course.,,,Used self-guided Carpentry lesson material.,Used non-Carpentry self-guided material.,,Yes.,10
,Academic Research Staff,,,,,,,,,,,,,,Genomics,1,More than 1 year ago,,Git,,,,,R,,SQL,Unix Shell,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,Daily.,Daily.,I'm equally confident now.,,,,,I am not using the tools I learned.,,No.,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,No.,2
Canada,Academic Research Staff,,,Biomedical/Health Sciences,,,,,,,,,,,,1,More than 1 year ago,,Git,,,OpenRefine,Python,R,,,Unix Shell,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,,Sharing code or data publicly on places like GitHub or FigShare.,,I had not been using tools like these.,Several times per year.,I'm more confident now.,,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,No.,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Subscribed to the newsletter.,,,,,,,,,,,,,,,,No.,10
Canada,Graduate Student,,,,,Computer Science,,Engineering,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,,,I had not been using tools like these.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Not sure.,Agree,Agree,Agree,,Agree,Agree,,,,,,,,,,,,,,,,,,,10
